City ID,City,Country,Latitude,Longitude,Max. Temp (F),Humidity,Cloudiness,Wind Speed,Date
80,Iranshahr,IR,27.2025,60.6848,58.32,48,0,1.61,1643512351
81,Provideniya,RU,64.3833,-173.3,4.08,84,20,5.44,1643512352
82,Waterloo,CA,43.4668,-80.5164,8.35,88,73,7.0,1643512211
83,Port Antonio,JM,18.18,-76.4612,78.71,83,3,9.04,1643512352
84,Ambilobe,MG,-13.2,49.05,74.32,92,100,0.45,1643512353
85,Nemuro,JP,43.3236,145.575,20.89,51,0,17.07,1643512353
86,Meadow Lake,US,34.8014,-106.5436,40.12,37,54,3.91,1643512354
87,Tegul'det,RU,57.3064,88.1667,1.22,98,89,2.73,1643512354
88,Castro,BR,-24.7911,-50.0119,60.03,99,99,5.57,1643512277
89,Tūkrah,LY,32.5341,20.5791,52.56,73,100,31.25,1643512355
90,Bizhbulyak,RU,53.6967,54.2642,9.91,97,100,5.75,1643512355
91,Lagoa,PT,39.05,-27.9833,58.14,70,7,15.88,1643512356
92,Riesa,DE,51.3,13.3,43.02,71,94,32.73,1643512356
93,Chapais,CA,49.7834,-74.8492,-20.65,100,15,3.42,1643512357
94,Mossamedes,AO,-15.1961,12.1522,70.32,75,100,5.55,1643512357
95,Matara,LK,5.9485,80.5353,81.73,68,7,5.55,1643512357
96,Kavieng,PG,-2.5744,150.7967,82.04,77,100,4.65,1643512358
97,Tessalit,ML,20.1986,1.0114,64.36,16,31,10.54,1643512358
98,Joshīmath,IN,30.5667,79.5667,44.33,39,0,6.13,1643512359
99,Hong Kong,HK,22.2855,114.1577,62.04,69,59,1.01,1643512173
100,Punta Arenas,CL,-53.15,-70.9167,48.11,66,0,10.36,1643512359
101,Aniva,RU,46.7144,142.5294,12.31,68,25,7.09,1643512360
102,Manzhouli,CN,49.6,117.4333,-0.65,80,5,3.2,1643512360
103,Ilulissat,GL,69.2167,-51.1,10.42,61,40,25.32,1643512361
104,Tuatapere,NZ,-46.1333,167.6833,67.73,64,100,2.26,1643512361
105,Horta,PT,38.5333,-28.6333,58.14,75,89,12.3,1643512362
106,Hilo,US,19.7297,-155.09,74.93,69,40,9.22,1643512160
107,Mogadishu,SO,2.0371,45.3438,76.1,79,13,18.21,1643512362
108,Yeppoon,AU,-23.1333,150.7333,87.58,70,43,15.66,1643512277
109,Lebu,CL,-37.6167,-73.65,57.13,90,4,8.63,1643512363
110,Port Elizabeth,ZA,-33.918,25.5701,59.09,91,0,4.9,1643512192
111,Meulaboh,ID,4.1363,96.1285,82.15,75,20,2.42,1643512265
112,Örnsköldsvik,SE,63.2909,18.7153,26.42,93,100,16.11,1643512364
113,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,37,0,20.71,1643512364
114,Beira,MZ,-19.8436,34.8389,77.76,77,42,4.7,1643512364
115,Airai,TL,-8.9266,125.4092,65.19,82,100,4.36,1643512365
116,Okha,RU,53.5739,142.9478,-1.07,87,90,8.63,1643512365
117,Westport,US,41.1415,-73.3579,17.64,47,75,5.01,1643512366
118,Great Yarmouth,GB,52.6083,1.7305,39.45,79,10,14.72,1643512366
119,Batouri,CM,4.4333,14.3667,66.54,33,50,2.82,1643512367
120,Grand Gaube,MU,-20.0064,57.6608,82.38,72,91,5.01,1643512280
121,Awjilah,LY,29.1081,21.2869,52.48,65,84,11.45,1643512368
122,Semey,KZ,50.4111,80.2275,17.82,86,100,17.9,1643512368
123,Glendive,US,47.1053,-104.7125,29.17,83,0,9.22,1643512369
124,Riyadh,SA,24.6877,46.7219,46.54,42,0,7.99,1643512369
125,Vila Velha,BR,-20.3297,-40.2925,78.75,89,0,3.44,1643512369
126,Atambua,ID,-9.1061,124.8925,76.71,85,100,5.86,1643512370
127,Whitehorse,CA,60.7161,-135.0538,18.37,79,75,4.0,1643512091
128,Upernavik,GL,72.7868,-56.1549,-6.66,100,100,5.66,1643512233
129,Nanortalik,GL,60.1432,-45.2371,19.44,66,100,24.07,1643512170
130,Imperial,US,33.0334,-115.4175,64.58,17,94,6.55,1643512371
131,Dingle,PH,10.9995,122.6711,85.87,66,6,2.04,1643512372
132,San Patricio,US,28.017,-97.5169,57.04,51,11,8.55,1643512219
133,Temirtau,KZ,50.0544,72.9483,17.85,94,100,11.95,1643512372
134,Koungou,YT,-12.7336,45.2042,76.71,88,0,1.14,1643512373
135,Hammerfest,NO,70.6634,23.6821,25.25,100,75,0.0,1643512373
136,Manicoré,BR,-5.8092,-61.3003,71.46,100,100,2.42,1643512374
137,Belogorsk,RU,50.9158,128.4611,-3.57,90,34,7.52,1643512374
138,Yulara,AU,-25.2406,130.9889,85.84,58,40,17.27,1643512375
139,Leer,SS,8.3018,30.1418,68.18,23,6,5.84,1643512375
140,Nelson Bay,AU,-32.7167,152.15,86.76,64,82,8.39,1643512375
141,São João da Barra,BR,-21.6403,-41.0511,74.5,94,100,7.67,1643512376
142,Ýpsonas,CY,34.6884,32.9574,51.28,76,40,6.91,1643512376
143,Okato,NZ,-39.2,173.8833,72.68,61,0,10.89,1643512377
144,Bocaiúva,BR,-17.1078,-43.815,68.13,89,100,3.87,1643512377
145,Los Llanos de Aridane,ES,28.6585,-17.9182,58.75,76,100,10.0,1643512378
146,Arroio Grande,BR,-32.2375,-53.0869,61.63,84,0,4.9,1643512378
147,Longyearbyen,SJ,78.2186,15.6401,6.64,72,0,12.66,1643512378
148,Alpena,US,45.0617,-83.4327,17.85,73,100,1.01,1643512379
149,Port Blair,IN,11.6667,92.75,78.84,78,75,8.05,1643512220
150,Fonte Boa,BR,-2.4959,-66.2662,73.26,98,84,3.78,1643512379
151,Saint-Philippe,RE,-21.3585,55.7679,78.39,80,84,8.43,1643512380
152,Farnes,NO,61.3167,7.8,27.82,97,100,8.81,1643512380
153,Dutlwe,BW,-23.9833,23.9,66.96,86,82,14.09,1643512381
154,Kavaratti,IN,10.5669,72.642,81.16,70,97,8.72,1643512381
155,Buriti Bravo,BR,-5.8372,-43.8336,69.19,91,82,1.79,1643512381
156,Norman Wells,CA,65.282,-126.8329,-22.38,98,100,2.53,1643512382
157,Palmer,US,42.1584,-72.3287,12.81,60,100,1.99,1643512382
158,Energetik,RU,51.7445,58.7934,12.27,93,100,6.06,1643512383
159,Carroll,US,39.5501,-77.0164,20.55,45,0,5.01,1643512383
160,Atchison,US,39.563,-95.1216,47.01,44,8,8.25,1643512384
161,Ankazoabo,MG,-22.2833,44.5167,69.46,77,0,5.12,1643512384
162,Gold Coast,AU,-28.0,153.4333,91.24,77,40,18.41,1643512385
163,Ahipara,NZ,-35.1667,173.1667,76.17,51,67,3.94,1643512385
164,Camacha,PT,33.0833,-16.3333,59.76,88,40,3.44,1643512386
165,Puerto Ayora,EC,-0.7393,-90.3518,73.42,85,74,5.93,1643512386
166,Clyde River,CA,70.4692,-68.5914,-9.17,77,100,4.61,1643512285
167,Maţāy,EG,28.419,30.7792,45.75,72,2,3.8,1643512387
168,Zakharivka,UA,47.3333,29.75,28.35,71,98,14.79,1643512387
169,Bustamante,MX,26.5333,-100.5,51.4,49,0,7.09,1643512388
170,Galesong,ID,-5.3166,119.3661,86.02,74,100,8.37,1643512388
171,Kaitangata,NZ,-46.2817,169.8464,56.8,96,100,3.89,1643512388
172,Klaksvík,FO,62.2266,-6.589,31.12,61,100,10.58,1643512389
173,Zhangaözen,KZ,43.3,52.8,34.21,75,99,11.3,1643512389
174,Bethel,US,41.3712,-73.414,14.81,52,20,7.0,1643512211
175,Chicama,PE,-7.8447,-79.1469,71.11,76,100,6.22,1643512390
176,Balyqshy,KZ,47.0667,51.8667,26.6,93,75,8.95,1643512390
177,Novyy Buh,UA,47.6931,32.5216,24.89,88,69,12.33,1643512391
178,Havelock,US,34.8791,-76.9013,30.18,54,0,7.0,1643512391
179,Praia da Vitória,PT,38.7333,-27.0667,56.75,85,8,14.58,1643512392
180,Maniitsoq,GL,65.4167,-52.9,9.82,79,100,27.47,1643512392
181,San Rafael,AR,-34.6177,-68.3301,77.65,42,19,1.79,1643512234
182,Leiva,CO,1.9339,-77.3025,60.39,96,100,1.92,1643512392
183,Road Town,VG,18.4167,-64.6167,73.99,66,0,7.29,1643512393
184,Gornopravdinsk,RU,60.05,69.9,8.44,92,100,5.61,1643512393
185,Mahébourg,MU,-20.4081,57.7,82.26,71,98,14.0,1643512394
186,Yantal',RU,56.8471,105.2542,-0.35,96,96,1.81,1643512394
187,Keti Bandar,PK,24.1447,67.4497,69.42,78,1,7.74,1643512395
188,La Ciotat,FR,43.1748,5.6045,44.69,57,0,9.91,1643512395
189,Antofagasta,CL,-23.65,-70.4,63.68,82,54,3.4,1643512262
190,Kambove,CD,-10.8764,26.5969,61.83,97,100,2.93,1643512396
191,Tocopilla,CL,-22.092,-70.1979,66.61,78,23,1.19,1643512396
192,Ascension,US,30.2169,-90.9001,44.82,58,0,4.61,1643512397
193,Barra do Garças,BR,-15.89,-52.2567,70.7,98,100,3.65,1643512351
194,Vila do Maio,CV,15.1333,-23.2167,68.79,74,100,18.43,1643512397
195,Novikovo,RU,51.1537,37.8879,14.68,97,79,7.29,1643512398
196,Broome,US,42.2506,-75.833,9.01,80,0,5.01,1643512328
197,Baharly,TM,38.4362,57.4316,38.25,67,6,3.24,1643512398
198,Buraidah,SA,26.326,43.975,47.43,41,0,12.88,1643512399
199,Sault Ste. Marie,CA,46.5168,-84.3333,16.09,67,100,8.05,1643512382
200,Omboué,GA,-1.5746,9.2618,77.68,90,100,5.3,1643512114
201,Ponta Delgada,PT,37.7333,-25.6667,56.5,71,40,6.91,1643512399
202,Te Anau,NZ,-45.4167,167.7167,60.93,83,100,1.28,1643512400
203,Rome,US,43.2128,-75.4557,5.58,63,0,8.05,1643512237
204,Burnie,AU,-41.0667,145.9167,73.94,60,12,7.9,1643512268
205,Prince Rupert,CA,54.3161,-130.3201,38.48,95,100,3.42,1643512401
206,Rio Grande,BR,-32.035,-52.0986,70.05,66,8,12.53,1643512352
207,Makakilo City,US,21.3469,-158.0858,77.32,61,40,4.61,1643512402
208,San Cristobal,VE,7.7669,-72.225,68.18,84,63,3.51,1643512402
209,Tak,TH,16.5833,98.8333,73.4,51,34,5.06,1643512403
210,Vostok,RU,46.4856,135.8833,-2.11,80,86,4.05,1643512403
211,Cherskiy,RU,68.75,161.3,-26.52,100,97,2.91,1643512403
212,Coyhaique,CL,-45.5752,-72.0662,48.15,66,78,3.44,1643512289
213,De Aar,ZA,-30.6497,24.0123,72.81,31,25,5.68,1643512404
214,Namtsy,RU,62.7161,129.6658,-30.89,98,76,1.25,1643512404
215,Camocim,BR,-2.9022,-40.8411,74.88,89,98,6.55,1643512405
216,Bambous Virieux,MU,-20.3428,57.7575,82.22,71,99,14.0,1643512349
217,Ayan,RU,56.45,138.1667,4.3,71,100,19.24,1643512405
218,Atar,MR,20.5169,-13.0499,71.74,24,99,6.46,1643512406
219,Stockbridge,US,33.5443,-84.2338,30.74,43,0,6.02,1643512406
220,Chokurdakh,RU,70.6333,147.9167,-18.2,88,90,1.66,1643512407
221,Yumen,CN,40.2833,97.2,15.89,51,0,7.94,1643512407
222,Vila,PT,42.0304,-8.1588,40.33,45,24,4.52,1643512407
223,Muroto-misakicho,JP,33.2833,134.15,48.58,60,100,2.75,1643512372
224,Taltal,CL,-25.4,-70.4833,65.82,77,5,2.71,1643512408
225,Kamen'-na-Obi,RU,53.7884,81.3423,-5.04,93,28,7.31,1643512408
226,Pathein,MM,16.7833,94.7333,76.62,48,84,13.29,1643512409
227,Morant Bay,JM,17.8815,-76.4093,78.42,80,4,4.47,1643512409
228,Murgab,TM,37.4966,61.9714,37.96,62,69,8.28,1643512410
229,Ribeira Grande,PT,38.5167,-28.7,59.2,74,88,12.37,1643512410
230,Anadyr,RU,64.75,177.4833,-8.52,83,88,1.88,1643512196
231,George Town,MY,5.4112,100.3354,85.95,76,20,9.22,1643512117
232,Chengzihe,CN,45.3333,131.0667,12.43,73,95,11.9,1643512411
233,Curumaní,CO,9.1999,-73.5427,75.72,81,80,2.19,1643512411
234,Karratha,AU,-20.7377,116.8463,96.17,36,64,11.77,1643512202
235,Khatanga,RU,71.9667,102.5,-10.8,97,90,7.81,1643512190
236,Riohacha,CO,11.5444,-72.9072,73.09,88,97,2.86,1643512412
237,Innisfail,AU,-17.5333,146.0333,91.87,66,100,9.35,1643512412
238,Katangli,RU,51.7102,143.2326,0.07,79,99,8.23,1643512413
239,Pevek,RU,69.7008,170.3133,-15.45,98,100,4.34,1643512197
240,Talnakh,RU,69.4865,88.3972,-2.79,97,100,8.84,1643512413
241,Codrington,AU,-38.2667,141.9667,74.86,67,95,10.92,1643512414
242,Sørland,NO,67.667,12.6934,36.43,56,100,23.89,1643512415
243,Maputo,MZ,-25.9653,32.5892,73.22,94,100,8.99,1643512415
244,Santa Lucía,ES,27.9117,-15.5407,52.77,47,0,5.75,1643512416
245,Cuitláhuac,MX,18.8167,-96.7167,63.05,81,100,2.48,1643512416
246,Monrovia,LR,6.3005,-10.7969,76.77,83,29,3.69,1643512417
247,Pisco,PE,-13.7,-76.2167,69.85,83,20,9.22,1643512374
248,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,75,6.71,1643512417
249,Srīvardhan,IN,18.0333,73.0167,71.76,41,59,4.05,1643512418
250,Piet Retief,ZA,-27.0071,30.8132,59.92,99,99,0.98,1643512418
251,Barra de Tecoanapa,MX,16.5167,-98.75,79.0,76,0,4.63,1643512418
252,Tulum,MX,20.2167,-87.4667,69.93,81,1,7.27,1643512419
253,Half Moon Bay,US,37.4636,-122.4286,56.88,73,0,3.0,1643512256
254,Egvekinot,RU,66.3167,-179.1667,-5.19,68,10,2.86,1643512419
255,Les Escoumins,CA,48.1111,-69.0236,4.51,93,100,18.14,1643512420
256,Ust-Maya,RU,60.4167,134.5333,-19.66,91,85,0.72,1643512420
257,Lorengau,PG,-2.0226,147.2712,83.55,73,39,8.08,1643512421
258,Mingshui,CN,36.7167,117.5,38.44,30,0,3.87,1643512421
259,Erenhot,CN,43.6475,111.9767,10.08,89,100,13.02,1643512422
260,Lufilufi,WS,-13.8745,-171.5986,83.23,71,49,12.8,1643512422
261,Juli,PE,-16.2167,-69.45,44.4,87,100,3.36,1643512422
262,Clearlake,US,38.9582,-122.6264,50.34,53,0,3.56,1643512404
263,Makassar,ID,-5.14,119.4221,86.05,66,20,4.61,1643512423
264,Pangnirtung,CA,66.1451,-65.7125,-20.22,99,100,4.27,1643512423
265,Samaná,DO,19.2056,-69.3369,71.11,79,4,4.45,1643512424
266,Vangaindrano,MG,-23.35,47.6,72.81,85,1,2.46,1643512424
267,Chabahar,IR,25.2919,60.643,71.26,73,0,10.07,1643512424
268,Xining,CN,36.6167,101.7667,14.54,62,57,1.74,1643512425
269,Hithadhoo,MV,-0.6,73.0833,80.94,68,51,3.13,1643512425
270,Port Lincoln,AU,-34.7333,135.8667,73.11,67,6,11.83,1643512426
271,Alappuzha,IN,9.49,76.3264,78.31,74,30,4.97,1643512387
272,Mahabalipuram,IN,12.6264,80.1722,79.05,76,100,12.5,1643512426
273,Macamic,CA,48.7502,-78.9996,-10.25,100,84,2.89,1643512359
274,Talaya,RU,61.3833,152.75,-5.8,96,100,4.61,1643512427
275,Tigil',RU,57.8,158.6667,26.13,81,100,9.42,1643512427
276,Makat,KZ,47.6469,53.3463,24.64,92,88,10.89,1643512428
277,Mīzan Teferī,ET,6.9833,35.5833,62.64,55,75,2.28,1643512428
278,Bridlington,GB,54.0831,-0.1919,39.88,78,9,13.31,1643512428
279,Hudiksvall,SE,61.729,17.1036,27.99,79,100,21.27,1643512366
280,Itarema,BR,-2.9248,-39.9167,76.41,82,100,8.81,1643512385
281,Saint-Pierre,RE,-21.3393,55.4781,78.48,69,19,13.8,1643512429
282,San Vicente,AR,-26.6167,-54.1333,61.97,92,42,2.8,1643512430
283,Caraúbas,BR,-5.7925,-37.5567,73.92,80,100,5.77,1643512430
284,Narsaq,GL,60.9167,-46.05,14.22,91,100,10.18,1643512430
285,Cidreira,BR,-30.1811,-50.2056,70.9,70,21,10.22,1643512431
286,Guerrero Negro,MX,27.9769,-114.0611,61.75,60,7,10.27,1643512431
287,Kala Nera,GR,39.3063,23.12,41.79,78,94,13.65,1643512432
288,Tiksi,RU,71.6872,128.8694,-9.65,97,51,3.67,1643512195
289,Lavrentiya,RU,65.5833,-171.0,-3.44,87,2,3.38,1643512432
290,Port Moresby,PG,-9.4431,147.1797,81.59,75,100,13.29,1643512304
291,Grindavik,IS,63.8424,-22.4338,36.07,87,75,11.5,1643512433
292,Pabradė,LT,55.0,25.7833,36.03,94,100,15.9,1643512433
293,Diamantina,BR,-18.2494,-43.6003,63.93,85,100,2.95,1643512434
294,Alanya,TR,36.5438,31.9998,46.53,59,100,7.85,1643512434
295,Talara,PE,-4.5772,-81.2719,71.53,82,67,8.99,1643512434
296,Haines Junction,CA,60.7522,-137.5108,9.3,97,100,3.56,1643512435
297,Mahon,ES,39.8885,4.2658,45.16,93,0,5.75,1643512435
298,Pacific Grove,US,36.6177,-121.9166,56.8,66,0,3.0,1643512429
299,Zemio,CF,5.0314,25.1361,62.96,28,70,4.12,1643512436
300,Mount Isa,AU,-20.7333,139.5,83.97,70,100,16.11,1643512436
301,Morondava,MG,-20.2833,44.2833,77.59,82,0,2.89,1643512437
302,Rawson,AR,-43.3002,-65.1023,79.38,29,24,12.84,1643512436
303,Zhizdra,RU,53.746,34.7395,24.94,94,100,12.37,1643512437
304,Brae,GB,60.3964,-1.353,39.11,62,66,23.89,1643512438
305,Portland,US,45.5234,-122.6762,44.71,68,0,5.01,1643511705
306,Mogzon,RU,51.7435,111.9606,-9.98,94,90,2.84,1643512438
307,Saskylakh,RU,71.9167,114.0833,-19.97,100,99,3.78,1643512381
308,Khani,GE,41.9563,42.9566,24.37,77,77,7.23,1643512439
309,Sabang,ID,5.8933,95.3214,82.08,67,50,6.15,1643512439
310,San Carlos del Zulia,VE,9.0,-71.9135,74.59,76,63,5.91,1643512440
311,Hambantota,LK,6.1241,81.1185,80.62,76,7,8.25,1643512440
312,Curuçá,BR,-0.7289,-47.8481,72.7,97,100,2.82,1643512440
313,Ulu-Telyak,RU,54.9086,56.9669,9.88,96,100,2.93,1643512441
314,Poum,NC,-20.2333,164.0167,81.72,77,100,9.04,1643512441
315,Kuusamo,FI,65.9667,29.1833,17.64,93,100,5.75,1643512442
316,Yokote,JP,39.3,140.5667,28.69,89,100,17.07,1643512442
317,Tezu,IN,27.9167,96.1667,62.02,33,0,3.31,1643512320
318,Lamar,US,33.6668,-95.5836,51.78,31,0,6.91,1643512443
319,Dzaoudzi,YT,-12.7887,45.2699,76.89,88,0,1.14,1643512443
320,Lima,PE,-12.0432,-77.0282,70.9,71,0,9.22,1643512213
321,Kahului,US,20.8947,-156.47,80.62,57,0,12.66,1643512310
322,Bognor Regis,GB,50.7821,-0.6798,41.99,92,8,10.07,1643512444
323,Mlonggo,ID,-6.5333,110.7,85.89,79,100,5.61,1643512444
324,Bago,MM,17.3367,96.4797,69.93,46,39,2.35,1643512445
325,Daru,PG,-9.0763,143.2092,83.1,72,99,10.51,1643512445
326,Tiznit Province,MA,29.5833,-9.5,57.11,29,0,25.66,1643512445
327,Jiaocheng,CN,24.6774,116.1389,47.97,70,90,5.84,1643512446
328,Kedrovyy,RU,56.1667,91.8167,-14.39,94,68,3.24,1643512354
329,Santa Cruz de La Palma,ES,28.6835,-17.7642,62.74,63,100,8.05,1643512447
330,Maridi,SS,4.9158,29.4742,64.72,34,8,3.24,1643512447
331,Morehead,US,37.2711,-87.1764,27.14,82,0,0.0,1643512447
332,Thinadhoo,MV,0.5333,72.9333,81.46,71,72,4.85,1643512448
333,Haapiti,PF,-17.5667,-149.8667,80.33,72,100,8.63,1643512448
334,Katsuura,JP,35.1333,140.3,49.19,56,97,12.8,1643512449
335,Córdoba,AR,-31.4135,-64.1811,69.6,82,0,6.91,1643512449
336,Suntar,RU,62.1444,117.6319,-8.3,94,100,6.26,1643512450
337,Washougal,US,45.5826,-122.3534,44.56,69,0,20.71,1643512269
338,Buy,RU,58.4786,41.53,0.59,100,94,3.85,1643512450
339,Kieta,PG,-6.2167,155.6333,79.5,88,100,8.32,1643512319
340,Visnes,NO,59.3556,5.2242,41.22,65,20,43.73,1643512451
341,Sumbe,AO,-11.2061,13.8437,77.07,88,100,5.08,1643512394
342,Matagami,CA,49.7502,-77.6328,-9.29,84,0,2.3,1643512451
343,Cravo Norte,CO,6.3017,-70.2041,81.32,43,98,6.49,1643512452
344,Kortessem,BE,50.8579,5.3864,42.44,82,22,9.4,1643512452
345,Shache,CN,38.4167,77.2406,27.23,42,28,3.74,1643512453
346,Mehamn,NO,71.0357,27.8492,17.98,85,79,4.94,1643512453
347,Muli,MV,2.9167,73.5667,81.41,75,23,10.92,1643512453
348,Caniço,PT,32.6333,-16.85,63.23,81,40,9.22,1643512454
349,Sibolga,ID,1.7427,98.7792,82.4,73,76,2.01,1643512454
350,Kununurra,AU,-15.7667,128.7333,85.98,70,40,17.27,1643512455
351,Jaguarari,BR,-10.2639,-40.1958,67.33,89,98,1.99,1643512455
352,Ponta do Sol,PT,32.6667,-17.1,63.23,46,7,5.37,1643512174
353,Gizo Government Station,SB,-8.103,156.8419,83.7,74,83,6.69,1643512456
354,Berlevåg,NO,70.8578,29.0864,21.79,79,84,4.43,1643512456
355,Hualmay,PE,-11.0964,-77.6139,69.87,85,70,8.43,1643512457
356,Oranjemund,NA,-28.55,16.4333,64.22,89,53,4.63,1643512457
